player,match_id,set_no,game_no,point_no,elapsed_time,p1_score,p2_score,y,if_score,if_nscore,if_server,if_win_game,if_win_set,if_end_game,if_end_set,game_point,break_point,break_fail,broken,rally_count,speed_mph,net_pt,serve_width,serve_depth,return_depth
Holger Rune,2023-wimbledon-1501,1,1,8,00:04:59,AD,40,0,0,1,0,0,0,1,0,0,0,0,0,5,118.0,0,BC,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,2,9,00:06:19,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,105.0,0,BC,NCTL,D
Holger Rune,2023-wimbledon-1501,1,2,10,00:06:53,0,15,0,0,1,1,0,0,0,0,0,0,0,0,0,117.0,0,W,CTL,ND
Holger Rune,2023-wimbledon-1501,1,2,11,00:07:27,15,15,1,1,0,1,0,0,0,0,0,0,0,0,5,117.0,1,W,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,2,12,00:08:03,15,30,1,1,0,1,0,0,0,0,0,0,0,0,11,130.0,0,W,CTL,D
Holger Rune,2023-wimbledon-1501,1,2,13,00:08:45,15,40,1,1,0,1,1,0,1,0,1,0,0,0,1,112.0,0,W,CTL,D
Holger Rune,2023-wimbledon-1501,1,3,14,00:09:49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,107.0,0,BC,NCTL,D
Holger Rune,2023-wimbledon-1501,1,3,15,00:10:27,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,125.0,0,C,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,3,16,00:10:52,30,0,0,0,1,0,0,0,0,0,0,0,0,0,5,111.0,0,BW,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,3,17,00:11:24,40,0,1,1,0,0,0,0,0,0,0,0,0,0,2,93.0,0,BW,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,3,18,00:12:05,40,15,1,1,0,0,0,0,0,0,0,0,0,0,2,125.0,0,BC,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,3,19,00:12:33,40,30,0,0,1,0,0,0,1,0,0,0,0,0,3,116.0,0,C,CTL,D
Holger Rune,2023-wimbledon-1501,1,4,20,00:14:21,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,117.0,0,BW,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,4,21,00:14:53,15,0,0,0,1,1,0,0,0,0,0,0,0,0,2,111.0,0,W,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,4,22,00:15:46,30,0,1,1,0,1,0,0,0,0,0,0,0,0,1,105.0,0,B,NCTL,D
Holger Rune,2023-wimbledon-1501,1,4,23,00:16:32,30,15,1,1,0,1,0,0,0,0,0,0,0,0,1,130.0,0,C,NCTL,D
Holger Rune,2023-wimbledon-1501,1,4,24,00:16:57,30,30,1,1,0,1,0,0,0,0,0,0,0,0,9,106.0,0,BC,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,4,25,00:18:09,30,40,0,0,1,1,0,0,0,0,1,0,0,0,6,95.0,1,W,CTL,D
Holger Rune,2023-wimbledon-1501,1,4,26,00:19:16,40,40,1,1,0,1,0,0,0,0,0,0,0,0,1,113.0,0,BW,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,4,27,00:20:05,40,AD,1,1,0,1,1,0,1,0,1,0,0,0,1,101.0,0,W,CTL,
Holger Rune,2023-wimbledon-1501,1,5,28,00:20:53,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,110.0,1,B,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,5,29,00:22:31,0,15,0,0,1,0,0,0,0,0,0,0,0,0,7,101.0,0,BW,NCTL,D
Holger Rune,2023-wimbledon-1501,1,5,30,00:23:24,15,15,1,1,0,0,0,0,0,0,0,0,0,0,2,115.0,0,BW,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,5,31,00:23:50,15,30,0,0,1,0,0,0,0,0,0,0,0,0,3,115.0,0,C,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,5,32,00:24:38,30,30,0,0,1,0,0,0,0,0,0,0,0,0,9,95.0,0,BC,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,5,33,00:25:36,40,30,0,0,1,0,0,0,1,0,0,0,0,0,5,103.0,0,W,CTL,D
Holger Rune,2023-wimbledon-1501,1,6,34,00:27:28,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,116.0,0,BW,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,6,35,00:27:58,15,0,0,0,1,1,0,0,0,0,0,0,0,0,2,115.0,0,C,NCTL,D
Holger Rune,2023-wimbledon-1501,1,6,36,00:28:37,30,0,1,1,0,1,0,0,0,0,0,0,0,0,1,119.0,0,B,CTL,ND
Holger Rune,2023-wimbledon-1501,1,6,37,00:29:09,30,15,1,1,0,1,0,0,0,0,0,0,0,0,7,119.0,0,W,CTL,ND
Holger Rune,2023-wimbledon-1501,1,6,38,00:29:50,30,30,1,1,0,1,0,0,0,0,0,0,0,0,1,125.0,0,W,CTL,ND
Holger Rune,2023-wimbledon-1501,1,6,39,00:30:10,30,40,1,1,0,1,1,0,1,0,1,0,0,0,3,125.0,0,C,NCTL,D
Holger Rune,2023-wimbledon-1501,1,7,40,00:30:48,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,113.0,0,BC,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,7,41,00:31:33,0,15,0,0,1,0,0,0,0,0,0,0,0,0,3,98.0,0,W,CTL,ND
Holger Rune,2023-wimbledon-1501,1,7,42,00:32:00,15,15,0,0,1,0,0,0,0,0,0,0,0,0,1,130.0,0,C,CTL,ND
Holger Rune,2023-wimbledon-1501,1,7,43,00:32:23,30,15,0,0,1,0,0,0,0,0,0,0,0,0,5,95.0,0,B,CTL,D
Holger Rune,2023-wimbledon-1501,1,7,44,00:33:29,40,15,0,0,1,0,0,0,1,0,0,0,0,0,3,126.0,0,C,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,8,45,00:35:10,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,128.0,0,C,NCTL,
Holger Rune,2023-wimbledon-1501,1,8,46,00:35:25,0,15,1,1,0,1,0,0,0,0,0,0,0,0,7,117.0,0,C,NCTL,D
Holger Rune,2023-wimbledon-1501,1,8,47,00:36:29,0,30,1,1,0,1,0,0,0,0,0,0,0,0,5,119.0,1,BW,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,8,48,00:37:00,0,40,0,0,1,1,0,0,0,0,1,0,0,0,2,100.0,0,BW,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,8,49,00:37:36,15,40,0,0,1,1,0,0,0,0,1,0,0,0,2,128.0,0,W,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,8,50,00:38:03,30,40,1,1,0,1,1,0,1,0,1,0,0,0,1,107.0,0,BW,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,9,51,00:38:57,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,111.0,0,W,CTL,ND
Holger Rune,2023-wimbledon-1501,1,9,52,00:39:28,0,15,1,1,0,0,0,0,0,0,0,0,0,0,4,94.0,0,BW,NCTL,D
Holger Rune,2023-wimbledon-1501,1,9,53,00:40:19,0,30,0,0,1,0,0,0,0,0,0,0,0,0,3,116.0,0,BW,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,9,54,00:40:50,15,30,0,0,1,0,0,0,0,0,0,0,0,0,3,130.0,0,W,CTL,ND
Holger Rune,2023-wimbledon-1501,1,9,55,00:41:26,30,30,0,0,1,0,0,0,0,0,0,0,0,0,1,132.0,0,BC,CTL,ND
Holger Rune,2023-wimbledon-1501,1,9,56,00:41:49,40,30,0,0,1,0,0,0,1,0,0,0,0,0,1,99.0,0,BC,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,10,57,00:43:51,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,124.0,0,W,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,10,58,00:44:15,0,15,1,1,0,1,0,0,0,0,0,0,0,0,7,121.0,0,C,NCTL,D
Holger Rune,2023-wimbledon-1501,1,10,59,00:44:44,0,30,1,1,0,1,0,0,0,0,0,0,0,0,5,128.0,0,C,CTL,ND
Holger Rune,2023-wimbledon-1501,1,10,60,00:45:20,0,40,0,0,1,1,0,0,0,0,1,0,0,0,4,130.0,0,BW,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,10,61,00:45:46,15,40,0,0,1,1,0,0,0,0,1,0,0,0,2,116.0,0,W,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,10,62,00:46:22,30,40,0,0,1,1,0,0,0,0,1,0,0,0,12,110.0,0,B,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,10,63,00:47:24,40,40,1,1,0,1,0,0,0,0,0,0,0,0,3,124.0,0,W,CTL,ND
Holger Rune,2023-wimbledon-1501,1,10,64,00:47:54,40,AD,1,1,0,1,1,0,1,0,1,0,0,0,7,122.0,1,C,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,11,65,00:48:43,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,132.0,0,BC,CTL,
Holger Rune,2023-wimbledon-1501,1,11,66,00:49:19,0,15,1,1,0,0,0,0,0,0,0,0,0,0,6,92.0,1,B,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,11,67,00:50:11,0,30,0,0,1,0,0,0,0,0,0,0,0,0,5,104.0,0,BW,CTL,D
Holger Rune,2023-wimbledon-1501,1,11,68,00:51:01,15,30,0,0,1,0,0,0,0,0,0,0,0,0,3,114.0,0,BW,CTL,ND
Holger Rune,2023-wimbledon-1501,1,11,69,00:51:34,30,30,0,0,1,0,0,0,0,0,0,0,0,0,1,124.0,0,C,NCTL,
Holger Rune,2023-wimbledon-1501,1,11,70,00:52:01,40,30,0,0,1,0,0,0,1,0,0,0,0,0,3,107.0,0,BC,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,12,71,00:54:06,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,128.0,1,C,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,12,72,00:54:30,0,15,0,0,1,1,0,0,0,0,0,0,0,0,2,119.0,0,BC,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,12,73,00:54:54,15,15,0,0,1,1,0,0,0,0,0,0,0,0,2,114.0,0,W,CTL,ND
Holger Rune,2023-wimbledon-1501,1,12,74,00:55:25,30,15,1,1,0,1,0,0,0,0,0,0,0,0,3,127.0,0,BW,NCTL,D
Holger Rune,2023-wimbledon-1501,1,12,75,00:55:55,30,30,1,1,0,1,0,0,0,0,0,0,0,0,7,113.0,0,BC,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,12,76,00:56:50,30,40,1,1,0,1,1,0,1,0,1,0,0,0,7,106.0,0,BC,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,13,77,00:57:58,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,119.0,0,BW,NCTL,D
Holger Rune,2023-wimbledon-1501,1,13,78,00:58:40,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,127.0,0,W,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,13,79,00:59:24,1,1,0,0,1,1,0,0,0,0,0,0,0,0,10,127.0,1,W,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,13,80,01:00:34,2,1,1,1,0,0,0,0,0,0,0,0,0,0,4,113.0,0,W,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,13,81,01:01:03,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,107.0,0,B,CTL,
Holger Rune,2023-wimbledon-1501,1,13,82,01:01:54,3,2,1,1,0,1,0,0,0,0,0,0,0,0,1,127.0,0,C,NCTL,
Holger Rune,2023-wimbledon-1501,1,13,83,01:02:40,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,117.0,0,W,CTL,ND
Holger Rune,2023-wimbledon-1501,1,13,84,01:03:23,4,3,0,0,1,0,0,0,0,0,0,0,0,0,1,122.0,0,BW,CTL,ND
Holger Rune,2023-wimbledon-1501,1,13,85,01:03:50,5,3,0,0,1,0,0,0,0,0,0,0,0,0,3,103.0,0,B,NCTL,ND
Holger Rune,2023-wimbledon-1501,1,13,86,01:04:59,6,3,0,0,1,1,0,0,1,1,0,0,0,0,2,122.0,1,W,NCTL,ND
Holger Rune,2023-wimbledon-1501,2,1,87,01:07:27,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,100.0,1,C,CTL,ND
Holger Rune,2023-wimbledon-1501,2,1,88,01:08:07,15,0,1,1,0,1,0,0,0,0,0,0,0,0,3,122.0,0,BW,CTL,ND
Holger Rune,2023-wimbledon-1501,2,1,89,01:08:35,15,15,1,1,0,1,0,0,0,0,0,0,0,0,5,98.0,0,B,NCTL,ND
Holger Rune,2023-wimbledon-1501,2,1,90,01:09:22,15,30,1,1,0,1,0,0,0,0,0,0,0,0,3,119.0,0,C,NCTL,D
Holger Rune,2023-wimbledon-1501,2,1,91,01:09:42,15,40,1,1,0,1,1,0,1,0,1,0,0,0,1,97.0,0,C,NCTL,ND
Holger Rune,2023-wimbledon-1501,2,2,92,01:10:51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,95.0,0,C,NCTL,ND
Holger Rune,2023-wimbledon-1501,2,2,93,01:11:42,15,0,0,0,1,0,0,0,0,0,0,0,0,0,3,95.0,1,B,NCTL,ND
Holger Rune,2023-wimbledon-1501,2,2,94,01:12:36,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,111.0,0,W,CTL,ND
Holger Rune,2023-wimbledon-1501,2,2,95,01:13:03,40,0,0,0,1,0,0,0,1,0,0,0,0,0,1,93.0,0,BW,NCTL,ND
Holger Rune,2023-wimbledon-1501,2,3,96,01:13:39,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,106.0,0,BC,NCTL,ND
Holger Rune,2023-wimbledon-1501,2,3,97,01:14:06,0,15,1,1,0,1,0,0,0,0,0,0,0,0,1,107.0,0,B,NCTL,ND
Holger Rune,2023-wimbledon-1501,2,3,98,01:14:36,0,30,1,1,0,1,0,0,0,0,0,0,0,0,1,105.0,0,W,CTL,ND
Holger Rune,2023-wimbledon-1501,2,3,99,01:14:54,0,40,0,0,1,1,0,0,0,0,1,0,0,0,2,124.0,1,C,NCTL,ND
Holger Rune,2023-wimbledon-1501,2,3,100,01:15:14,15,40,1,1,0,1,1,0,1,0,1,0,0,0,3,125.0,1,BC,NCTL,ND
Holger Rune,2023-wimbledon-1501,2,4,101,01:16:57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,107.0,0,B,NCTL,ND
Holger Rune,2023-wimbledon-1501,2,4,102,01:17:37,15,0,1,1,0,0,0,0,0,0,0,0,0,0,4,121.0,1,C,NCTL,D
Holger Rune,2023-wimbledon-1501,2,4,103,01:18:27,15,15,0,0,1,0,0,0,0,0,0,0,0,0,1,112.0,0,W,CTL,
Holger Rune,2023-wimbledon-1501,2,4,104,01:18:56,30,15,0,0,1,0,0,0,0,0,0,0,0,0,3,118.0,0,C,NCTL,
Holger Rune,2023-wimbledon-1501,2,4,105,01:19:30,40,15,1,1,0,0,0,0,0,0,0,0,0,0,2,109.0,0,W,CTL,
Holger Rune,2023-wimbledon-1501,2,4,106,01:19:56,40,30,1,1,0,0,0,0,0,0,0,0,0,0,2,122.0,0,BW,NCTL,D
Holger Rune,2023-wimbledon-1501,2,4,107,01:20:26,40,40,0,0,1,0,0,0,0,0,0,0,0,0,5,108.0,0,B,NCTL,ND
Holger Rune,2023-wimbledon-1501,2,4,108,01:21:08,AD,40,0,0,1,0,0,0,1,0,0,0,0,0,1,123.0,0,C,CTL,D
Holger Rune,2023-wimbledon-1501,2,5,109,01:21:48,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,121.0,1,C,NCTL,ND
Holger Rune,2023-wimbledon-1501,2,5,110,01:22:13,0,15,1,1,0,1,0,0,0,0,0,0,0,0,1,132.0,0,BC,CTL,ND
Holger Rune,2023-wimbledon-1501,2,5,111,01:22:31,0,30,1,1,0,1,0,0,0,0,0,0,0,0,1,122.0,0,B,NCTL,ND
Holger Rune,2023-wimbledon-1501,2,5,112,01:22:45,0,40,1,1,0,1,1,0,1,0,1,0,0,0,1,105.0,0,BW,CTL,D
Holger Rune,2023-wimbledon-1501,2,6,113,01:24:37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,126.0,0,,,
Holger Rune,2023-wimbledon-1501,2,6,114,01:25:00,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,130.0,0,,,
Holger Rune,2023-wimbledon-1501,2,6,115,01:25:21,30,0,0,0,1,0,0,0,0,0,0,0,0,0,3,130.0,0,,,
Holger Rune,2023-wimbledon-1501,2,6,116,01:25:48,40,0,0,0,1,0,0,0,1,0,0,0,0,0,1,123.0,0,,,
Holger Rune,2023-wimbledon-1501,2,7,117,01:26:43,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,116.0,0,W,CTL,ND
Holger Rune,2023-wimbledon-1501,2,7,118,01:27:04,0,15,1,1,0,1,0,0,0,0,0,0,0,0,1,125.0,0,BW,CTL,
Holger Rune,2023-wimbledon-1501,2,7,119,01:27:22,0,30,1,1,0,1,0,0,0,0,0,0,0,0,1,131.0,0,C,NCTL,ND
Holger Rune,2023-wimbledon-1501,2,7,120,01:27:37,0,40,1,1,0,1,1,0,1,0,1,0,0,0,1,132.0,0,W,CTL,
Holger Rune,2023-wimbledon-1501,2,8,121,01:29:10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,109.0,0,BW,NCTL,D
Holger Rune,2023-wimbledon-1501,2,8,122,01:29:34,15,0,0,0,1,0,0,0,0,0,0,0,0,0,3,115.0,0,BC,NCTL,D
Holger Rune,2023-wimbledon-1501,2,8,123,01:30:01,30,0,0,0,1,0,0,0,0,0,0,0,0,0,5,129.0,0,C,NCTL,ND
Holger Rune,2023-wimbledon-1501,2,8,124,01:30:37,40,0,1,1,0,0,0,0,0,0,0,0,0,0,4,117.0,0,W,CTL,ND
Holger Rune,2023-wimbledon-1501,2,8,125,01:31:10,40,15,0,0,1,0,0,0,1,0,0,0,0,0,1,123.0,0,B,CTL,ND
Holger Rune,2023-wimbledon-1501,2,9,126,01:31:43,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,128.0,0,C,NCTL,ND
Holger Rune,2023-wimbledon-1501,2,9,127,01:32:26,15,0,1,1,0,1,0,0,0,0,0,0,0,0,11,127.0,1,C,NCTL,ND
Holger Rune,2023-wimbledon-1501,2,9,128,01:33:13,15,15,0,0,1,1,0,0,0,0,0,0,0,0,0,127.0,0,C,CTL,
Holger Rune,2023-wimbledon-1501,2,9,129,01:33:50,30,15,1,1,0,1,0,0,0,0,0,0,0,0,1,124.0,0,C,NCTL,ND
Holger Rune,2023-wimbledon-1501,2,9,130,01:34:20,30,30,0,0,1,1,0,0,0,0,0,0,0,0,6,101.0,1,B,NCTL,D
Holger Rune,2023-wimbledon-1501,2,9,131,01:35:24,40,30,0,0,1,1,0,0,1,0,0,0,0,1,2,98.0,0,W,NCTL,D
Holger Rune,2023-wimbledon-1501,2,10,132,01:37:09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,126.0,0,C,NCTL,
Holger Rune,2023-wimbledon-1501,2,10,133,01:37:51,15,0,0,0,1,0,0,0,0,0,0,0,0,0,1,127.0,0,W,CTL,ND
Holger Rune,2023-wimbledon-1501,2,10,134,01:38:16,30,0,0,0,1,0,0,0,0,0,0,0,0,0,5,125.0,0,BW,NCTL,
Holger Rune,2023-wimbledon-1501,2,10,135,01:38:48,40,0,1,1,0,0,0,0,0,0,0,0,0,0,2,97.0,0,BW,CTL,ND
Holger Rune,2023-wimbledon-1501,2,10,136,01:39:31,40,15,0,0,1,0,0,0,1,1,0,0,0,0,1,103.0,0,B,NCTL,D
Holger Rune,2023-wimbledon-1501,3,1,137,01:45:47,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,114.0,0,BW,CTL,
Holger Rune,2023-wimbledon-1501,3,1,138,01:46:04,0,15,1,1,0,1,0,0,0,0,0,0,0,0,1,118.0,0,C,NCTL,D
Holger Rune,2023-wimbledon-1501,3,1,139,01:46:21,0,30,1,1,0,1,0,0,0,0,0,0,0,0,3,106.0,1,B,NCTL,D
Holger Rune,2023-wimbledon-1501,3,1,140,01:46:55,0,40,1,1,0,1,1,0,1,0,1,0,0,0,1,112.0,0,BC,NCTL,D
Holger Rune,2023-wimbledon-1501,3,2,141,01:47:57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,130.0,0,C,CTL,
Holger Rune,2023-wimbledon-1501,3,2,142,01:48:24,15,0,0,0,1,0,0,0,0,0,0,0,0,0,3,97.0,0,B,NCTL,D
Holger Rune,2023-wimbledon-1501,3,2,143,01:49:11,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,126.0,0,BC,NCTL,D
Holger Rune,2023-wimbledon-1501,3,2,144,01:49:36,40,0,0,0,1,0,0,0,1,0,0,0,0,0,3,92.0,0,W,CTL,
Holger Rune,2023-wimbledon-1501,3,3,145,01:50:29,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,118.0,1,BW,NCTL,ND
Holger Rune,2023-wimbledon-1501,3,3,146,01:50:53,15,0,1,1,0,1,0,0,0,0,0,0,0,0,5,122.0,1,C,CTL,D
Holger Rune,2023-wimbledon-1501,3,3,147,01:51:23,15,15,0,0,1,1,0,0,0,0,0,0,0,0,4,105.0,0,B,NCTL,ND
Holger Rune,2023-wimbledon-1501,3,3,148,01:52:04,30,15,1,1,0,1,0,0,0,0,0,0,0,0,3,128.0,0,BW,NCTL,ND
Holger Rune,2023-wimbledon-1501,3,3,149,01:52:30,30,30,1,1,0,1,0,0,0,0,0,0,0,0,1,131.0,0,BC,CTL,ND
Holger Rune,2023-wimbledon-1501,3,3,150,01:52:54,30,40,1,1,0,1,1,0,1,0,1,0,0,0,1,126.0,0,C,CTL,ND
Holger Rune,2023-wimbledon-1501,3,4,151,01:54:42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,111.0,0,W,CTL,
Holger Rune,2023-wimbledon-1501,3,4,152,01:55:04,15,0,0,0,1,0,0,0,0,0,0,0,0,0,3,119.0,0,BC,CTL,ND
Holger Rune,2023-wimbledon-1501,3,4,153,01:55:27,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,106.0,0,BC,NCTL,D
Holger Rune,2023-wimbledon-1501,3,4,154,01:56:01,40,0,0,0,1,0,0,0,1,0,0,0,0,0,1,90.0,0,W,CTL,
Holger Rune,2023-wimbledon-1501,3,5,155,01:56:34,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,109.0,0,B,NCTL,D
Holger Rune,2023-wimbledon-1501,3,5,156,01:57:40,15,0,0,0,1,1,0,0,0,0,0,0,0,0,2,111.0,0,BC,NCTL,ND
Holger Rune,2023-wimbledon-1501,3,5,157,01:58:06,30,0,1,1,0,1,0,0,0,0,0,0,0,0,3,104.0,1,BW,CTL,ND
Holger Rune,2023-wimbledon-1501,3,5,158,01:58:42,30,15,0,0,1,1,0,0,0,0,0,0,0,0,6,128.0,0,B,NCTL,ND
Holger Rune,2023-wimbledon-1501,3,5,159,01:59:12,40,15,0,0,1,1,0,0,1,0,0,0,0,1,2,120.0,0,W,CTL,D
Holger Rune,2023-wimbledon-1501,3,6,160,02:00:59,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,128.0,0,BC,NCTL,ND
Holger Rune,2023-wimbledon-1501,3,6,161,02:01:40,0,15,0,0,1,0,0,0,0,0,0,0,0,0,1,97.0,0,B,NCTL,ND
Holger Rune,2023-wimbledon-1501,3,6,162,02:02:20,15,15,0,0,1,0,0,0,0,0,0,0,0,0,1,106.0,0,BC,NCTL,D
Holger Rune,2023-wimbledon-1501,3,6,163,02:02:58,30,15,0,0,1,0,0,0,0,0,0,0,0,0,1,123.0,0,W,NCTL,D
Holger Rune,2023-wimbledon-1501,3,6,164,02:03:24,40,15,0,0,1,0,0,0,1,0,0,0,0,0,5,110.0,1,B,NCTL,ND
Holger Rune,2023-wimbledon-1501,3,7,165,02:04:04,0,0,1,1,0,1,0,0,0,0,0,0,0,0,7,95.0,0,BC,NCTL,D
Holger Rune,2023-wimbledon-1501,3,7,166,02:04:52,0,15,0,0,1,1,0,0,0,0,0,0,0,0,8,93.0,0,B,NCTL,D
Holger Rune,2023-wimbledon-1501,3,7,167,02:05:53,15,15,1,1,0,1,0,0,0,0,0,0,0,0,1,114.0,0,BW,NCTL,D
Holger Rune,2023-wimbledon-1501,3,7,168,02:06:34,15,30,0,0,1,1,0,0,0,0,0,0,0,0,4,93.0,0,BW,NCTL,ND
Holger Rune,2023-wimbledon-1501,3,7,169,02:07:33,30,30,1,1,0,1,0,0,0,0,0,0,0,0,1,125.0,0,W,CTL,ND
Holger Rune,2023-wimbledon-1501,3,7,170,02:07:51,30,40,1,1,0,1,1,0,1,0,1,0,0,0,1,117.0,1,BW,NCTL,ND
Holger Rune,2023-wimbledon-1501,3,8,171,02:09:29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,120.0,0,B,NCTL,D
Holger Rune,2023-wimbledon-1501,3,8,172,02:10:23,15,0,1,1,0,0,0,0,0,0,0,0,0,0,2,92.0,0,BW,NCTL,ND
Holger Rune,2023-wimbledon-1501,3,8,173,02:11:06,15,15,0,0,1,0,0,0,0,0,0,0,0,0,3,117.0,0,B,NCTL,ND
Holger Rune,2023-wimbledon-1501,3,8,174,02:11:33,30,15,0,0,1,0,0,0,0,0,0,0,0,0,1,113.0,0,B,CTL,ND
Holger Rune,2023-wimbledon-1501,3,8,175,02:12:12,40,15,0,0,1,0,0,0,1,0,0,0,0,0,1,100.0,0,BC,NCTL,ND
Holger Rune,2023-wimbledon-1501,3,9,176,02:12:54,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,124.0,1,BW,NCTL,ND
Holger Rune,2023-wimbledon-1501,3,9,177,02:13:12,0,15,0,0,1,1,0,0,0,0,0,0,0,0,4,96.0,0,BW,NCTL,ND
Holger Rune,2023-wimbledon-1501,3,9,178,02:13:45,15,15,0,0,1,1,0,0,0,0,0,0,0,0,4,119.0,0,BW,NCTL,D
Holger Rune,2023-wimbledon-1501,3,9,179,02:14:13,30,15,1,1,0,1,0,0,0,0,0,0,0,0,3,107.0,0,B,NCTL,ND
Holger Rune,2023-wimbledon-1501,3,9,180,02:14:57,30,30,0,0,1,1,0,0,0,0,0,0,0,0,2,113.0,0,B,CTL,D
Holger Rune,2023-wimbledon-1501,3,9,181,02:15:37,40,30,1,1,0,1,0,0,0,0,0,0,0,0,1,129.0,0,C,NCTL,D
Holger Rune,2023-wimbledon-1501,3,9,182,02:15:57,40,40,1,1,0,1,0,0,0,0,0,0,0,0,3,130.0,1,C,NCTL,ND
Holger Rune,2023-wimbledon-1501,3,9,183,02:16:23,40,AD,1,1,0,1,1,0,1,0,1,0,0,0,1,130.0,0,W,CTL,ND
Holger Rune,2023-wimbledon-1501,3,10,184,02:18:04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,111.0,0,BW,NCTL,ND
Holger Rune,2023-wimbledon-1501,3,10,185,02:18:37,15,0,0,0,1,0,0,0,0,0,0,0,0,0,3,94.0,0,BW,NCTL,ND
Holger Rune,2023-wimbledon-1501,3,10,186,02:19:20,30,0,0,0,1,0,0,0,0,0,0,0,0,0,1,127.0,0,C,NCTL,ND
Holger Rune,2023-wimbledon-1501,3,10,187,02:19:44,40,0,1,1,0,0,0,0,0,0,0,0,0,0,0,123.0,0,B,CTL,
Holger Rune,2023-wimbledon-1501,3,10,188,02:20:28,40,15,1,1,0,0,0,0,0,0,0,0,0,0,4,128.0,1,C,NCTL,ND
